1.322676,4.141749,39.141749
5.354582,26.228050,61.228050
8.662166,31.083914,44.855864
9.780954,49.540467,63.312417
11.339977,53.370483,58.830016
11.603695,70.679885,76.139418
14.262705,76.478334,67.026499
14.847347,83.276544,70.110627
14.973971,87.439129,72.992602
14.844321,91.475923,77.029396
14.961314,112.352510,93.869188
18.054057,117.714532,81.501440
17.855632,135.643906,94.958770
20.399109,139.820590,85.678124
20.881719,143.977562,86.186368
20.816574,147.982954,88.861257
20.009254,166.018241,103.713410
21.979835,185.097245,105.265372
23.564132,204.961182,108.725194
28.005614,209.188385,93.368952
27.618097,214.034101,96.872216
26.350346,229.565996,108.900846
29.513685,235.393616,99.696808
30.099187,239.920399,99.637410
29.940863,245.571911,102.523728
28.224332,266.907972,118.208277
30.021423,286.603453,119.332891
33.366279,292.450810,109.560767
32.586723,298.058360,114.332744
33.093023,303.976443,114.818930
33.888739,308.036025,113.620350
30.605229,328.641871,134.226195
35.069807,333.001504,118.692377
33.980649,339.785507,124.992281
32.759467,357.506598,136.413468
36.190317,363.844094,125.670387
35.624766,367.962208,129.110394
35.833532,372.089907,129.798086
32.467972,395.085287,152.105774
34.433260,416.477222,151.190021
37.717266,422.160637,139.909610
37.562559,428.264124,142.516954
37.399734,433.248545,144.803351
34.059367,455.684097,167.238903
37.230095,460.650712,154.663423
37.143487,466.429491,156.968800
37.583712,470.334844,156.429080
35.802725,485.003235,169.331814
37.814060,490.822996,162.248841
36.612135,507.747455,173.353540
38.322251,512.349208,167.118707
38.108320,517.032719,169.593122
35.339323,541.422539,191.508527
39.347512,548.400728,174.217092
39.378971,555.353989,176.285075
39.998019,561.119348,175.358480
38.143126,582.379627,190.853401
41.091861,587.847121,178.821033
41.421712,592.401442,178.771414
41.287597,596.800245,180.683877
38.377294,619.957226,201.928395
40.167266,637.735924,198.462575
43.083919,642.044400,186.277276
42.980751,646.138425,187.915058
39.877271,669.825989,209.964840
41.107068,692.484299,210.573368
44.263214,699.041214,197.410316
44.549139,705.483668,197.950981
43.941161,710.067065,201.993713
43.753191,716.225388,204.620899
44.049051,720.257725,204.390817
41.609309,740.814813,222.550801
42.851585,757.344915,220.920919
45.542616,761.819150,209.095133
44.564845,768.195200,215.471183
43.389872,785.347392,226.247326
45.798109,791.379259,215.996707
45.898628,795.879745,216.749327
45.451250,799.860673,219.977635
43.513682,818.133163,235.021818
44.064877,835.030968,236.875439
46.381382,840.676239,226.566190
46.245252,847.092994,228.967556
46.817606,851.482323,227.340310
46.113158,857.746252,232.511254
46.622167,862.400742,231.220680
44.502728,883.109764,248.049332
47.547656,887.446758,233.304550
45.619462,903.899967,247.673890
47.871330,908.653158,237.264445
45.822761,928.684686,253.336077
48.430284,934.985366,241.322498
48.492656,940.558665,242.448738
46.823233,959.423291,256.129071
49.159491,964.097393,245.145286
49.213647,968.860119,246.085224
48.559257,974.591754,250.876921
47.107291,992.919298,263.472830
47.670479,1012.267644,265.433570
50.080408,1018.412705,254.194393
49.366491,1024.484495,259.407868
49.802421,1028.413462,258.123360
47.202108,1047.755272,277.465170
49.864506,1052.082793,263.735389
49.007480,1058.626537,270.016573
47.579586,1078.136774,283.245626
49.834577,1084.804591,272.101387
50.108001,1089.025390,271.669537
49.780751,1093.617290,274.608473
49.433395,1100.133577,278.185824
47.866886,1121.274677,292.810637
50.898604,1125.606933,276.433643
48.949499,1142.840080,291.841621
51.158281,1147.292217,280.329057
49.423652,1165.675895,294.817322
51.736675,1171.176449,282.965724
48.946152,1196.382869,305.535477
52.226362,1200.826151,287.409007
52.146014,1206.884680,289.304155
49.765242,1227.898359,308.422685
51.728545,1234.327019,298.270280
51.897979,1240.236138,298.719756
51.776914,1246.301297,300.882481
51.672256,1250.550935,302.519918
51.759864,1254.885962,303.054784
51.586249,1259.099105,305.095623
49.875910,1276.497544,319.918357
